"","State","PHA.Code","PHA.Name","OBJECTID","FORMAL_PARTICIPANT_NAME","HA_PHN_NUM","HA_FAX_NUM","HA_EMAIL_ADDR_TEXT","EXEC_DIR_PHONE","EXEC_DIR_FAX","EXEC_DIR_EMAIL"
"592","RQ","RQ026","MUNICIPALITY OF SAN SEBASTIAN",13,"MUNICIPALITY OF SAN SEBASTIAN",7872809045,7878963645,"section8mss@gmail.com",7878962300,7878965300,"section8mss@gmail.com"
"593","RQ","RQ031","The Municipality of Quebradillas",10,"The Municipality of Quebradillas",7878952840,7878957734,"seccion8@quebradillas.pr.gov",7878952840,NA,"seccion8@quebradillas.pr.gov"
"594","RQ","RQ033","Municipality of Utuado",99,"Municipality of Utuado",7878140868,NA,"utuadoha@yahoo.com",7878941040,7878940920,"alcaldeutuado2021@gmail.com"
"595","RQ","RQ036","MUNICIPALITY OF FAJARDO",88,"MUNICIPALITY OF FAJARDO",7878602727,NA,"mcosme@fajardopr.org",NA,NA,""
"596","RQ","RQ040","MUNICIPALITY OF CAMUY",51,"MUNICIPALITY OF CAMUY",7878981988,7872628554,"progfedcam@yahoo.com",7878981988,NA,"progfedcam@yahoo.com"
"597","RQ","RQ044","MUNICIPALITY OF GUANICA",101,"MUNICIPALITY OF GUANICA",7878212777,7878211358,"profedguanica@yahoo.com",7875859382,NA,"profedguanica@yahoo.com"
"598","RQ","RQ045","MUNICIPALITY OF YABUCOA",191,"MUNICIPALITY OF YABUCOA",7872070365,NA,"yabsect8@gmail.com",7872070365,NA,"federalesyabucoa@gmail.com"
"599","RQ","RQ069","MUNICIPALITY OF SALINAS",91,"MUNICIPALITY OF SALINAS",7878245310,7878244549,"hud_069@yahoo.com",7878243830,7878247212,"hud_069@yahoo.com"
"600","RQ","RQ077","MUNICIPALITY OF JUNCOS",175,"MUNICIPALITY OF JUNCOS",7873336104,7877348720,"vivienda@juncos.gov.pr",7873336104,7877348720,"federales@juncos.gov.pr"
"601","TN","TN007","Jackson Housing Authority",2028,"Jackson Housing Authority",7314221671,7314254605,"mreid@jacksonha.com",7314221671,7314254605,"mreid@jacksonha.com"
"602","TN","TN062","Dayton Housing Authority",1040,"Dayton Housing Authority",4237751871,4237752523,"",4237751871,4237752523,"lbonadio@daytonhousingauthority.org"
"603","TX","TX016","Del Rio Housing Authority",1893,"Del Rio Housing Authority",8307746506,8307750674,"drhousing@gmail.com",8307746506,NA,"ivf.hacdr@gmail.com"
"604","TX","TX019","Eagle Pass Housing Authority",1894,"Eagle Pass Housing Authority",8307733325,8307737625,"mvelasquez@eaglepassha.com",8307733325,NA,"mvelasquez@eaglepassha.com"
"605","TX","TX085","Victoria Housing Authority",2818,"Victoria Housing Authority",3615753682,3615803615,"bhilbrich@victoriahousing.org",3615753682,NA,"bhilbrich@victoriahousing.org"
"606","TX","TX114","Kingsville Housing Authority",1619,"Kingsville Housing Authority",3615926783,3615951997,"chinojosa@khatx.com",3615926783,3615951997,"chinojosa@khatx.com"
"607","TX","TX358","Burnet Housing Authority",1880,"Burnet Housing Authority",5127564745,5127564745,"bha@tstar.net",5127564745,5127564745,"billie63@verizon.net"
"608","TX","TX377","Elgin Housing Authority",1881,"Elgin Housing Authority",5122812772,5122855546,"ElginHousing@yahoo.com",5122812772,5122855546,"elginhousing@yahoo.com"
"609","TX","TX395","Port Lavaca Housing Authority",2805,"Port Lavaca Housing Authority",3615528831,3615520902,"taylor@tisd.net",3615528831,3615520902,"taylor@tisd.net"
"610","TX","TX396","Starr County Housing Authority",1958,"Starr County Housing Authority",9564873216,9564877817,"hasc08@yahoo.com",9564873216,9564877817,"scha02@yahoo.com"
"611","TX","TX454","Willacy County Housing Authority",1359,"Willacy County Housing Authority",9566892733,9566893799,"wcha@prontonet.net",9566892733,NA,"wcha@prontonet.net"
"612","UT","UT016","Housing Authority of Carbon County",1623,"Housing Authority of Carbon County",4356375170,4356375178,"gaylap@haocc.org",4356375170,4356375178,"gaylap@haocc.org"
"613","UT","UT031","Cedar City Housing Authority",1561,"Cedar City Housing Authority",4355868462,4358659397,"",4355868462,NA,"heidi@cedarcity.org"
"614","VA","VA002","Bristol Redevelopment & Housing Authority",1554,"Bristol Redevelopment & Housing Authority",2766422001,2766422015,"lisa@brha.com",2768216255,2766422015,"lisa@brha.com"
"615","VA","VA005","Hopewell Redevelopment & Housing Authority",1552,"Hopewell Redevelopment & Housing Authority",8044585160,8044583364,"steven.benham@hopewellrha.org",8044585160,8044583364,"steven.benham@hopewellrha.org"
"616","VA","VA013","Lynchburg Redevelopment & Housing Authority",1316,"Lynchburg Redevelopment & Housing Authority",4344857200,4348459144,"mmayrose@lynchburghousing.org",4344857220,NA,"mmayrose@lynchburghousing.org"
"617","VA","VA016","Charlottesville Redev & Housing Authority",783,"Charlottesville Redev & Housing Authority",4343264672,4349714797,"salesj@cvillerha.com",4344229297,NA,"salesj@cvillerha.com"
"618","VA","VA020","Petersburg Redevelopment & Housing Authority",2735,"Petersburg Redevelopment & Housing Authority",8047332200,8047332229,"nathaniel.pride@petersburgrha.org",8047332200,8047332229,"nathaniel.pride@petersburgrha.org"
"619","WA","WA057","HA City of Walla Walla",2752,"HA City of Walla Walla",5095274542,5095274574,"reneer@wallawallaha.org",5095274611,5095274574,"reneer@wallawallaha.org"
"620","WA","WA013","Columbia Gorge Housing Authority",1592,"Columbia Gorge Housing Authority",5412965462,5412968570,"joelm@mid-columbiahousingauthority.org",5412965462,NA,"joelm@columbiacascadehousingcorp.org"
"621","WA","WA017","HA Of Asotin County",2753,"HA Of Asotin County",5097585751,5097588156,"clark@asotinhousing.org",5097585751,NA,"clark@asotinhousing.org"
"622","WA","WA024","HA Of Island County",2664,"HA Of Island County",3606784181,3606786969,"teria@islandcountyha.org",3606784181,3606786969,"teria@islandcountyha.org"
"623","WA","WA071","Housing Authority of Okanogan County",2606,"Housing Authority of Okanogan County",5094223721,5094221713,"nancy@okanoganhousing.org",5094223721,5094221713,"nancy@okanoganhousing.org"
"624","WI","WI204","Sauk County Housing Authority",2809,"Sauk County Housing Authority",6083563986,6083564492,"betteb@saukcountyha.org",6083563986,6083564492,"betteb@saukcountyha.org"
"625","WI","WI237","Portage County Housing Authority",3617,"Portage County Housing Authority",7153461392,7153436259,"ciesles@pchousingauthority.com",7153461392,7153436259,"ciesles@pchousingauthority.com"
"626","TX","TX421","Uvalde Housing Authority",1961,"Uvalde Housing Authority",8302787161,8302783665,"virginia.limon@uvaldeha.org",8302787161,8302783665,"virginia.limon@uvaldeha.org"
